"DCODE","DISTNAME","DISTCOUNTY","CC","AVG_FTE","RNK_FTE","LOCREV","AVG_LOCREV","RNK_LOCREV","STREV","AVG_STREV","RNK_STREV","FEDREV","AVG_FEDREV","RNK_FEDREV","TOTREV","AVG_TOTREV","RNK_TOTREV","BASINS","AVG_BASINS","RNK_BASINS","ADDINS","AVG_ADDINS","RNK_ADDINS","AEINS","AVG_AEINS","RNK_AEINS","ITOT","AVG_ITOT","RNK_ITOT","ISAL","AVG_ISAL","RNK_ISAL","ISSUP","AVG_ISSUP","RNK_ISSUP","ADM","AVG_ADM","RNK_ADM","FACACQ","AVG_FACACQ","RNK_FACACQ","OPNMNT","AVG_OPNMNT","RNK_OPNMNT","TRANS","AVG_TRANS","RNK_TRANS","SSTOT","AVG_SSTOT","RNK_SSTOT","SSSAL","AVG_SSSAL","RNK_SSSAL","COE","AVG_COE","RNK_COE","TOTEXP","AVG_TOTEXP","RNK_TOTEXP","T_SAL","AVG_T_SAL","RNK_T_SAL","HSEV","AVG_HSEV","RNK_HSEV","NHSEV","AVG_NHSEV","RNK_NHSEV","P_TCHR","AVG_P_TCHR","RNK_P_TCH","GROUP","AEPUPILS_A","AEPUPILS_S"
"21025","GLADSTONE AREA SCHOOLS","DELTA COUNTY","21",1610.33,276,917563.97,570,583,10685487.47,6636,374,880220.96,547,677,12955066.86,8045,693,6359544.58,3949,514,1443874.57,897,495,0.00,0,0,7803419.15,4846,534,7437091.28,4618,484,719316.71,447,490,1687983.69,1048,537,0.00,0,0,1193516.13,741,643,587293.25,365,374,4188109.78,2601,668,3041649.89,1889,393,11991528.93,7447,695,12666669.76,7866,714,3862962.69,56394,273,156498482,97184,435,40231838,24984,504,68.50,24,621,"K",0.00,0.00
"21060","RAPID RIVER PUBLIC SCHOOLS","DELTA COUNTY","21",404.00,578,933986.88,2312,182,2245926.89,5559,640,424193.05,1050,213,3608606.82,8932,341,1974717.24,4888,105,372161.40,921,477,0.00,0,0,2346878.64,5809,173,2244654.79,5556,141,132586.01,328,612,594333.38,1471,266,0.00,0,0,360618.06,893,433,205511.99,509,150,1293049.44,3201,383,848131.44,2099,263,3639928.08,9010,216,3793089.34,9389,244,1102277.85,60565,154,53340300,132030,275,52147772,129079,114,18.20,22,421,"N",0.00,0.00
"21065","BIG BAY DE NOC SCHOOL DISTRICT","DELTA COUNTY","21",265.84,646,1435212.34,5399,58,646006.19,2430,732,464201.12,1746,70,2545419.65,9575,199,1056044.89,3972,491,386025.49,1452,133,0.00,0,0,1442070.38,5425,282,1309533.03,4926,366,46069.48,173,701,435388.98,1638,222,0.00,0,0,246387.66,927,393,250499.45,942,19,978345.57,3680,246,411430.73,1548,531,2420415.95,9105,205,2594575.95,9760,177,544079.04,38946,570,46339473,174313,138,78781402,296349,45,13.97,19,173,"N",0.00,0.00
"21090","BARK RIVER-HARRIS SCHOOL DISTRICT","DELTA COUNTY","21",666.17,497,457485.17,687,552,4387700.96,6586,397,597955.12,898,283,5451641.25,8184,634,2599141.06,3902,528,500847.96,752,592,0.00,0,0,3099989.02,4653,592,2917240.25,4379,547,211225.06,317,619,673161.92,1010,574,0.00,0,0,385163.85,578,746,272158.31,409,308,1541709.14,2314,748,1024701.07,1538,534,4641698.16,6968,744,4923704.93,7391,762,1449908.89,50696,439,43700962,65600,513,18837084,28277,477,28.60,23,532,"M",0.00,0.00
"21135","MID PENINSULA SCHOOL DISTRICT","DELTA COUNTY","21",243.91,654,587071.80,2407,172,1357600.56,5566,636,183644.31,753,419,2128316.67,8726,415,1007803.82,4132,413,266436.02,1092,324,0.00,0,0,1274239.84,5224,395,1180487.82,4840,404,1077.58,4,757,341845.98,1402,291,0.00,0,0,223416.28,916,405,174111.79,714,36,740451.63,3036,472,524930.16,2152,231,2014691.47,8260,432,2117749.19,8683,442,494437.97,36625,578,30986629,127041,296,31169771,127792,118,13.50,18,128,"N",0.00,0.00
"22010","IRON MOUNTAIN PUBLIC SCHOOLS","DICKINSON COUNTY","22",1369.06,321,1664989.50,1216,385,6894530.93,5036,672,856560.76,626,586,9561545.53,6984,774,5227025.25,3964,502,1151353.70,873,517,0.00,0,0,6378378.95,4659,589,6061049.97,4427,535,565475.93,413,526,1147085.49,838,741,0.00,0,0,1169070.48,854,491,114665.41,84,593,2996297.31,2189,760,1951967.31,1426,557,9374676.26,6848,753,10507493.99,7675,746,3164061.25,50041,454,94687423,69162,509,81356590,59425,287,63.23,21,327,"L",24.33,26.09
"22025","NORWAY-VULCAN AREA SCHOOLS","DICKINSON COUNTY","22",818.98,432,1125311.88,1374,355,5201120.53,6351,490,467783.61,571,652,6795718.02,8298,581,4124370.82,5036,88,615600.07,752,592,0.00,0,0,4739970.89,5788,180,4409260.30,5384,181,420742.44,514,426,753638.92,920,666,0.00,0,0,660357.18,806,558,230894.91,282,497,2065633.45,2522,697,1171489.46,1430,556,6805604.34,8310,409,7125417.25,8700,437,2486960.36,59017,193,92165133,112536,362,48364897,59055,288,42.14,19,173,"M",0.00,0.00
"22030","BREITUNG TOWNSHIP SCHOOLS","DICKINSON COUNTY","22",1798.59,250,3610843.03,2008,219,9748767.60,5420,651,997472.93,555,669,14357083.56,7982,717,7847896.11,4363,273,1729605.52,962,440,0.00,0,0,9577501.63,5325,342,9031615.74,5021,313,1299889.81,723,267,1561433.88,868,715,0.00,0,0,1279510.63,711,676,295208.96,164,563,4436043.28,2466,722,3201886.95,1780,446,14013544.91,7791,601,14513751.85,8070,663,5096187.44,63017,107,195521088,108708,387,168795833,93849,167,80.87,22,421,"K",0.00,0.00
"22045","NORTH DICKINSON COUNTY SCHOOLS","DICKINSON COUNTY","22",336.11,607,1184533.78,3524,94,1614052.58,4802,685,261627.00,778,391,3141361.91,9346,241,1417939.46,4219,360,340957.37,1014,388,0.00,0,0,1758896.83,5233,390,1600982.42,4763,432,152555.70,454,482,465247.19,1384,298,0.00,0,0,363654.37,1082,260,196712.29,585,85,1178169.55,3505,283,676655.42,2013,322,2937066.38,8738,286,3141464.22,9347,252,847632.21,41632,550,35083645,104381,406,59039399,175655,76,20.36,17,99,"N",0.00,0.00
"23010","BELLEVUE COMMUNITY SCHOOLS","EATON COUNTY","23",661.33,498,768121.19,1161,408,4693327.81,7097,230,505430.98,764,404,6026385.98,9113,296,2888667.49,4368,269,654715.07,990,411,0.00,0,0,3543382.56,5358,326,3386803.61,5121,255,340391.75,515,424,986019.64,1491,261,0.00,0,0,746609.59,1129,234,328660.45,497,167,2401681.43,3632,255,1646933.84,2490,128,5945063.99,8990,217,6288058.96,9508,222,1763104.67,52630,384,114280120,172803,143,14420366,21805,517,33.50,20,227,"M",0.00,0.00
"23030","CHARLOTTE PUBLIC SCHOOLS","EATON COUNTY","23",3190.12,132,3905443.90,1224,383,20817628.57,6526,418,1881115.97,590,628,26935972.42,8444,518,11764513.39,3712,585,4270780.13,1348,170,94954.75,4522,45,16130248.27,5056,453,15490337.39,4856,391,2661016.91,834,200,2497816.86,783,757,0.00,0,0,3542378.98,1110,243,1337696.15,419,290,10038908.90,3147,412,5939357.48,1862,408,26169157.17,8203,457,27376147.01,8582,480,7197243.33,52408,392,398068689,124782,306,122615239,38436,403,137.33,23,532,"H",11.00,10.00
"23050","EATON RAPIDS PUBLIC SCHOOLS","EATON COUNTY","23",2921.48,154,3046488.71,1043,445,19268284.06,6595,389,1633491.27,559,664,24040112.04,8229,616,11540212.30,3950,512,3068121.34,1050,364,305026.58,0,0,14913360.22,5105,437,14400223.48,4929,365,1339548.48,459,476,2564195.63,878,708,0.00,0,0,2352045.21,805,559,1643053.86,562,99,7898843.18,2704,625,5084060.58,1740,468,22812203.40,7808,594,23909174.82,8184,626,7045218.59,55826,288,406181832,139033,245,87413771,29921,471,126.20,23,532,"I",0.00,0.00
"23060","GRAND LEDGE PUBLIC SCHOOLS","EATON COUNTY","23",5365.04,67,9546673.32,1779,259,30704011.96,5723,619,2648198.91,494,722,43610528.07,8129,657,20334146.12,3856,553,6573107.85,1247,227,158579.25,1721,96,27065833.22,5045,460,25763387.63,4802,417,2469129.74,460,475,4897968.73,913,679,0.00,0,0,4929939.52,919,403,3462326.12,645,55,15759364.11,2937,514,9344279.19,1742,465,42825197.33,7982,537,43712326.15,8148,635,12557719.02,56745,255,851088501,158636,179,395709526,73757,227,221.30,24,621,"D",44.43,47.72
"23065","MAPLE VALLEY SCHOOLS","EATON COUNTY","23",1516.61,294,1169875.99,771,528,10513111.73,6932,280,1044374.96,689,501,12779262.24,8426,525,6470296.93,4388,255,1908896.24,1295,198,23469.49,559,135,8402662.66,5540,243,7887565.44,5201,224,778819.08,514,426,1598358.94,1054,528,0.00,0,0,1329502.83,877,452,931417.52,614,64,4638098.37,3058,461,2905025.21,1915,378,13040761.03,8599,329,13447755.31,8867,371,3876279.16,56770,253,154045200,101572,423,27484899,18123,536,68.28,22,421,"K",21.00,21.00
"23080","OLIVET COMMUNITY SCHOOLS","EATON COUNTY","23",1451.74,302,1391184.53,958,468,9904001.52,6822,325,709889.59,489,730,12005075.64,8269,594,6606742.01,4551,182,1156426.36,797,560,0.00,0,0,7763168.37,5347,331,7483697.68,5155,240,662979.96,457,479,1465446.18,1009,575,0.00,0,0,1011227.95,697,688,666795.62,459,221,3806449.71,2622,661,2795466.68,1926,373,11569618.08,7969,549,11938544.64,8224,609,3931980.17,53562,360,138117815,95139,443,28931440,19929,523,73.41,20,227,"L",0.00,0.00
"23090","POTTERVILLE PUBLIC SCHOOLS","EATON COUNTY","23",972.91,404,1129515.38,1161,408,6314765.55,6491,430,908126.61,933,261,8372907.54,8606,452,3950267.02,4190,382,1034302.45,1097,321,69599.88,2302,75,5054169.35,5195,408,4664116.06,4794,421,618622.25,636,324,1045107.60,1074,505,0.00,0,0,763727.69,785,592,443778.64,456,223,2871236.18,2951,501,1612981.02,1658,504,7925405.53,8146,476,8661127.36,8902,362,2319004.89,49796,457,86897260,89317,467,25012026,25708,497,46.57,20,227,"M",12.38,17.85
"23490","ONEIDA TOWNSHIP S/D #3","EATON COUNTY","23",8.00,772,86921.20,10865,18,47396.78,5925,593,5422.00,678,518,365299.78,45662,3,106081.08,13260,5,0.00,0,0,0.00,0,0,106081.08,13260,6,95035.00,11879,6,3835.00,479,463,18221.58,2278,111,0.00,0,0,23532.87,2942,18,0.00,0,0,45589.45,5699,50,3750.00,469,599,151670.53,18959,12,156320.53,19540,13,61028.56,61029,143,2781100,347638,19,3134000,391750,35,1.00,8,8,"N",0.00,0.00
"23901","ISLAND CITY ACADEMY","EATON COUNTY","23",195.58,681,30175.83,154,678,1396021.48,7138,223,94575.81,484,736,1538720.12,7867,739,778460.93,3980,487,82489.85,422,716,0.00,0,0,860950.78,4402,622,793781.62,4059,571,11059.90,57,743,327358.29,1674,216,0.00,0,0,136494.10,698,686,0.00,0,0,474912.29,2428,730,180559.09,923,588,1335863.07,6830,754,1586168.87,8110,651,476399.78,38112,575,0,0,0,0,0,0,12.50,16,73,"N",0.00,0.00
"24020","HARBOR SPRINGS SCHOOL DISTRICT","EMMET COUNTY","24",1047.29,383,11038479.63,10540,20,395404.77,378,771,229888.05,220,769,11664988.45,11138,77,6336801.09,6051,36,774164.49,739,607,0.00,0,0,7110965.58,6790,56,6824635.18,6516,46,700450.17,669,304,1439609.35,1375,301,0.00,0,0,1327324.56,1267,177,320467.99,306,469,3787852.07,3617,258,2586732.74,2470,132,10898817.65,10407,87,11640060.42,11114,88,3809553.58,61823,130,362989044,346598,20,736861006,703588,16,61.62,17,99,"L",0.00,0.00
"24030","ALANSON PUBLIC SCHOOLS","EMMET COUNTY","24",320.14,615,1673130.25,5226,60,1018316.04,3181,725,369031.41,1153,173,3076945.85,9611,190,1724300.68,5386,59,712961.79,2227,24,0.00,0,0,2437262.47,7613,33,2024301.34,6323,50,57192.98,179,697,377538.23,1179,411,0.00,0,0,278024.54,868,469,93196.71,291,486,805952.46,2518,700,240321.86,751,590,3243214.93,10131,105,3440700.30,10747,100,988308.81,52570,385,83416529,260563,48,73107619,228361,62,18.80,17,99,"N",0.00,0.00
"24040","PELLSTON PUBLIC SCHOOLS","EMMET COUNTY","24",711.50,470,3315308.30,4660,71,2502529.57,3517,720,608965.12,856,316,6520445.20,9164,283,3174079.38,4461,224,874204.60,1229,240,0.00,0,0,4048283.98,5690,206,3766878.28,5294,192,317348.35,446,492,847968.79,1192,401,0.00,0,0,598640.52,841,512,299531.31,421,283,2063488.97,2900,536,1268900.74,1783,443,6111772.95,8590,335,6510354.28,9150,300,1835404.47,46917,504,133490426,187618,112,159517683,224199,63,39.12,18,128,"M",0.00,0.00
"24070","PUBLIC SCHOOLS OF PETOSKEY","EMMET COUNTY","24",2974.87,148,16426810.07,5522,57,7045415.36,2368,735,1664815.40,560,661,25184322.08,8466,511,12980668.71,4363,273,4365974.03,1468,127,0.00,0,0,17346642.74,5831,166,16023810.54,5386,180,1768212.87,594,351,2628628.51,884,701,0.00,0,0,2310359.07,777,600,1064399.78,358,391,7771600.23,2612,664,3936495.73,1323,566,25118242.97,8443,371,25666500.79,8628,461,7989549.69,60762,149,548099059,184243,122,802856470,269880,51,131.49,23,532,"I",0.00,0.00
"24901","CONCORD ACADEMY - PETOSKEY","EMMET COUNTY","24",331.00,609,97985.00,296,632,2485211.00,7508,115,26767.00,81,772,3252054.00,9825,161,1284246.00,3880,541,141405.00,427,714,0.00,0,0,1425651.00,4307,638,406263.00,1227,604,0.00,0,0,591142.00,1786,193,0.00,0,0,152435.00,461,762,0.00,0,0,743577.00,2246,756,100562.00,304,602,2169228.00,6554,762,2508022.00,7577,753,278563.00,13622,600,0,0,0,0,0,0,20.45,16,73,"N",0.00,0.00
"25010","FLINT CITY SCHOOL DISTRICT","GENESEE COUNTY","25",14042.82,13,31962669.35,2276,186,112580014.71,8017,35,36902082.65,2628,23,182612584.88,13004,38,65128681.99,4748,127,34782085.82,2536,14,2480357.20,7610,30,102391125.01,7291,40,99090010.90,7056,30,26256178.69,1870,17,22883873.32,1630,225,2902813.91,207,1,22783086.83,1622,106,6304826.34,449,235,78227965.18,5571,55,55480692.62,3951,17,180619090.19,12862,32,188464913.40,13421,36,36763979.42,58448,207,585958192,41727,539,712706339,50752,325,629.00,22,421,"C",162.93,163.01
"25030","GRAND BLANC COMMUNITY SCHOOLS","GENESEE COUNTY","25",8456.76,32,12308698.42,1455,330,54476644.26,6442,449,5147834.35,609,607,71933177.03,8506,500,33678244.74,3982,485,8146071.99,963,435,0.00,0,0,41824316.73,4946,498,39940023.92,4723,447,6656598.47,787,226,6712049.51,794,751,0.00,0,0,8644120.60,1022,287,3239276.65,383,351,25252045.23,2986,492,14593021.70,1726,474,67076361.96,7932,555,72332842.76,8553,494,21540752.12,64769,84,1233431132,145852,216,566676336,67009,252,332.58,25,688,"D",0.00,0.00
"25040","MT. MORRIS CONSOLIDATED SCHOOLS","GENESEE COUNTY","25",3116.71,136,2447782.85,785,525,21584543.94,6925,282,3339053.61,1071,202,27495232.46,8822,381,11185897.37,3725,584,3665621.39,1221,243,38505.18,340,138,14890023.94,4777,554,13724187.88,4403,542,3056525.74,981,138,3692204.65,1185,406,106512.49,34,8,3021072.04,969,341,901179.57,289,487,10670982.00,3424,304,7473882.07,2398,147,25561005.94,8201,460,27928008.46,8961,344,6609575.27,59487,181,161828884,51923,531,97773768,31371,463,111.11,27,732,"H",48.48,64.92
"25050","GOODRICH AREA SCHOOLS","GENESEE COUNTY","25",2210.00,208,1855533.56,840,503,14294502.90,6468,438,1349991.58,611,606,17554612.80,7943,727,9109966.33,4122,420,1670820.21,756,585,0.00,0,0,10780786.54,4878,522,10225895.19,4627,481,1039316.62,470,470,2106366.48,953,633,0.00,0,0,1731613.41,784,594,848078.98,384,350,5725375.49,2591,671,3506195.67,1587,519,16506162.03,7469,688,16956322.32,7673,747,5881380.07,59709,177,387893464,175517,136,78024647,35305,432,98.50,22,421,"J",0.00,0.00
"25060","BENDLE PUBLIC SCHOOLS","GENESEE COUNTY","25",1650.98,270,1433938.53,869,495,10878000.93,6589,396,1673358.41,1014,227,13988297.87,8473,508,5348524.55,3395,629,1444288.03,917,480,2307617.30,30508,6,9100429.88,5512,251,7910381.26,4791,423,1718887.59,1041,117,1450864.43,879,706,0.00,0,0,1406648.22,852,495,173155.90,105,582,4749556.14,2877,545,3054804.14,1850,418,13849986.02,8389,388,14659651.73,8879,369,3365402.88,61189,139,52384906,31730,546,54882990,33243,450,55.00,29,746,"K",49.96,25.68
"25070","GENESEE SCHOOL DISTRICT","GENESEE COUNTY","25",807.42,437,519880.11,644,561,5725688.10,7091,232,851080.49,1054,212,7108648.70,8804,390,3469090.06,4297,312,1144373.74,1417,143,0.00,0,0,4613463.80,5714,201,4440087.05,5499,154,294132.99,364,582,1074936.77,1331,325,0.00,0,0,616046.71,763,619,173883.29,215,545,2158999.76,2674,640,1384414.51,1715,482,6772463.56,8388,389,7039347.46,8718,429,2007574.45,60378,162,41119629,50927,532,16717357,20705,521,33.25,24,621,"M",0.00,0.00
"25080","CARMAN-AINSWORTH COMMUNITY SCHOOLS","GENESEE COUNTY","25",4865.74,75,10886384.75,2237,191,31487241.12,6471,434,8224717.29,1690,76,50814638.17,10443,110,22573792.61,4639,156,6666284.61,1370,162,0.00,0,0,29240077.22,6009,131,27646120.78,5682,116,5852802.77,1203,79,5399734.31,1110,470,0.00,0,0,4962213.09,1020,289,2043466.28,420,286,18258216.45,3752,232,13559210.16,2787,80,47498293.67,9762,131,49397543.43,10152,142,12758263.73,65764,72,445134409,91483,459,491352643,100982,154,194.00,25,688,"E",0.00,0.00
"25100","FENTON AREA PUBLIC SCHOOLS","GENESEE COUNTY","25",3475.95,113,5924526.02,1704,276,20529426.95,5906,597,2591037.22,745,426,29137219.19,8383,541,14434664.00,4160,396,3914083.37,1128,300,187720.12,31131,5,18536467.49,5333,338,17859936.35,5138,251,3222340.89,927,159,3036010.64,873,711,0.00,0,0,3153702.97,907,416,1102685.79,317,454,10514740.29,3025,480,7734660.32,2225,206,29051207.78,8358,397,29961229.26,8620,466,9327020.89,62296,121,601815748,173137,142,256534696,73803,226,149.72,23,532,"H",2.73,3.30
"25110","KEARSLEY COMMUNITY SCHOOLS","GENESEE COUNTY","25",3596.28,110,2554672.33,710,545,24640793.82,6852,310,2820496.06,784,382,30815952.21,8569,471,14730780.22,4096,431,3562159.76,991,410,0.00,0,0,18292939.98,5087,443,17445773.16,4851,393,3482183.86,968,143,3333266.81,927,661,0.00,0,0,2605252.19,724,662,1158343.25,322,445,10579046.11,2942,509,7367062.22,2049,296,28871986.09,8028,521,30581964.04,8504,514,9596847.65,65400,78,306297354,85171,480,90411867,25140,502,146.74,25,688,"G",0.00,0.00
"25120","FLUSHING COMMUNITY SCHOOLS","GENESEE COUNTY","25",4313.15,85,3318689.55,769,529,28868712.80,6693,364,3015880.40,699,486,35381243.10,8203,623,18615079.71,4329,290,4121802.30,958,444,102758.48,8028,28,22839640.49,5295,360,21640373.61,5017,317,3182831.29,738,257,3298311.19,765,761,0.00,0,0,3401546.25,789,585,1779642.48,413,300,11662331.21,2704,625,8458420.28,1961,351,34501971.70,7999,528,35386416.17,8204,616,11706012.88,71378,33,678014187,157197,182,130125174,30169,469,164.00,26,715,"F",5.63,7.17
"25130","ATHERTON COMMUNITY SCHOOLS","GENESEE COUNTY","25",985.50,400,2421072.15,2457,167,4913862.35,4986,674,952225.47,966,244,8395607.92,8519,495,4191912.75,4254,337,1150324.73,1167,275,0.00,0,0,5342237.48,5421,286,4838349.72,4910,374,524192.16,532,409,1346874.89,1367,307,0.00,0,0,769722.64,781,597,297312.34,302,471,2938102.03,2981,494,1495109.38,1517,540,8280339.51,8402,382,8388382.82,8512,511,2653652.63,57814,223,93237884,94610,447,120007889,121774,123,45.90,21,327,"M",0.00,0.00
"25140","DAVISON COMMUNITY SCHOOLS","GENESEE COUNTY","25",5458.27,64,6084594.83,1115,425,34654268.73,6349,493,4053142.24,743,431,44795470.80,8207,621,21620012.54,3961,505,4400719.74,806,554,0.00,0,0,26020732.28,4767,558,24325113.60,4457,526,4561884.01,836,197,5203349.71,953,633,43965.21,8,19,4567753.03,837,519,1969089.81,361,383,16302076.56,2987,491,11584286.54,2122,251,42322808.84,7754,616,44820591.56,8212,613,13558083.26,61630,132,671465978,123018,315,231025755,42326,377,219.99,25,688,"D",0.00,0.00
"25150","CLIO AREA SCHOOL DISTRICT","GENESEE COUNTY","25",3438.40,115,3970471.13,1155,411,22666103.39,6592,393,2755311.46,801,365,29435724.68,8561,474,13872959.58,4035,458,3339392.33,971,428,0.00,0,0,17212351.91,5006,478,16583773.84,4823,408,2495605.89,726,265,3148393.30,916,675,0.00,0,0,3307285.04,962,346,1911629.61,556,104,10862913.84,3159,404,8097733.80,2355,165,28075265.75,8165,472,29517977.13,8585,476,8587649.70,70275,40,403534241,117361,339,133097190,38709,401,122.20,28,742,"H",0.00,0.00
"25180","SWARTZ CREEK COMMUNITY SCHOOLS","GENESEE COUNTY","25",4153.80,87,8934054.41,2151,201,22519141.95,5421,650,3250399.21,783,384,34746595.57,8365,551,17817442.65,4289,316,3908037.89,941,459,0.00,0,0,21725480.54,5230,393,20876977.46,5026,310,3733560.69,899,165,3901171.73,939,648,0.00,0,0,3324099.27,800,570,1276365.66,307,466,12235197.35,2946,505,9643209.49,2322,175,33960677.89,8176,469,35412882.17,8525,504,11460648.97,60129,168,559396813,134671,261,427840433,103000,151,190.60,22,421,"F",0.00,0.00
"25200","LAKE FENTON COMMUNITY SCHOOLS","GENESEE COUNTY","25",1777.00,254,3208562.01,1806,251,10682384.55,6011,579,1095796.20,617,595,15051183.67,8470,509,7068516.20,3978,489,1574043.70,886,502,0.00,0,0,8642559.90,4864,529,8122119.41,4571,498,1530986.57,862,187,1726136.84,971,613,0.00,0,0,1880490.70,1058,272,648438.33,365,374,5786052.44,3256,361,3483956.54,1961,351,14428612.34,8120,481,15080613.21,8487,519,4406208.23,60178,165,446775958,251421,53,129099339,72650,232,73.22,24,621,"K",0.00,0.00
"25210","WESTWOOD HEIGHTS SCHOOLS","GENESEE COUNTY","25",1132.00,364,2391315.30,2112,206,6955041.50,6144,546,1316825.40,1163,169,10673195.78,9429,224,4843452.80,4279,325,1452570.26,1283,208,0.00,0,0,6296023.06,5562,236,5935932.26,5244,208,1242445.84,1098,106,1610746.36,1423,281,0.00,0,0,1325028.33,1171,214,452180.73,399,325,4630401.26,4090,194,2611002.11,2307,179,10926424.32,9652,142,11240926.32,9930,160,2852902.13,58222,212,66340748,58605,522,88806359,78451,210,49.00,23,532,"L",0.00,0.00
"25230","BENTLEY COMMUNITY SCHOOLS","GENESEE COUNTY","25",930.00,410,1429447.46,1537,312,5963270.35,6412,460,712910.38,767,399,8105628.19,8716,419,4232070.47,4551,182,983423.31,1057,357,0.00,0,0,5215493.78,5608,222,4916148.59,5286,197,639335.11,687,293,1187074.74,1276,340,0.00,0,0,742286.99,798,574,260089.36,280,501,2828786.20,3042,470,1785814.16,1920,375,8044279.98,8650,313,8226666.04,8846,384,2455274.72,57460,238,106351492,114356,351,63012065,67755,250,42.73,22,421,"M",0.00,0.00
"25240","BEECHER COMMUNITY SCHOOL DISTRICT","GENESEE COUNTY","25",1857.88,235,1508920.23,812,517,13721439.89,7386,148,5393429.44,2903,17,20623789.56,11101,78,7559195.11,4204,372,2711729.65,1508,114,76209.81,1275,115,10347134.57,5569,234,9165468.73,4933,362,2984195.19,1606,30,2039414.90,1098,478,0.00,0,0,3005165.08,1618,109,469460.85,253,522,8498236.02,4574,135,5143107.00,2768,82,18845370.59,10143,104,20029540.78,10781,98,3841772.08,51190,422,43520232,23425,548,48991051,26369,491,75.05,24,621,"K",36.18,23.57
"25250","LINDEN COMMUNITY SCHOOLS","GENESEE COUNTY","25",3060.61,141,2641200.72,863,497,19589675.54,6401,466,2065894.22,675,521,24516605.18,8010,706,12743473.03,4164,392,2680764.57,876,514,0.00,0,0,15424237.60,5040,464,14679038.92,4796,420,2285770.53,747,248,3170802.91,1036,550,0.00,0,0,2143609.48,700,684,1388060.65,454,225,8988243.57,2937,514,5119107.78,1673,498,24412481.17,7976,543,25625385.16,8373,555,8194876.87,62035,122,548391057,179177,129,109900481,35908,426,132.10,23,532,"H",0.00,0.00
"25260","MONTROSE COMMUNITY SCHOOLS","GENESEE COUNTY","25",1605.79,278,1161824.42,724,541,11862421.55,7387,147,1423473.68,886,292,15292041.65,9523,204,6256935.84,3896,533,2555516.02,1591,92,0.00,0,0,8812451.86,5488,260,8587229.43,5348,184,1188252.72,740,253,1922225.94,1197,393,0.00,0,0,1518319.80,946,365,606108.97,377,358,5234907.43,3260,357,3573312.70,2225,206,14047359.29,8748,281,15289673.30,9522,217,3798742.79,51747,409,131369697,81810,487,31136583,19390,532,73.41,22,421,"K",0.00,0.00
"25280","LAKEVILLE COMMUNITY SCHOOLS","GENESEE COUNTY","25",1747.21,256,1590405.18,910,485,11522671.13,6595,389,1262972.11,723,454,14445280.54,8268,596,6612909.98,3785,568,1558341.09,892,498,0.00,0,0,8171251.07,4677,584,7670771.98,4390,546,1431715.54,819,208,1672345.19,957,629,0.00,0,0,1625730.22,930,384,910142.12,521,135,5639933.07,3228,371,3824300.50,2189,217,13811184.14,7905,572,14480503.07,8288,584,4056087.96,56618,262,268949816,153931,194,66273038,37931,407,71.64,24,621,"K",0.00,0.00
"25902","WOODLAND PARK ACADEMY","GENESEE COUNTY","25",400.00,584,70814.69,177,667,2955805.01,7390,146,286633.00,717,457,3493252.70,8733,412,1365278.39,3413,625,252800.21,632,665,0.00,0,0,1618078.60,4045,669,1552068.21,3880,578,156482.65,391,551,630079.57,1575,236,0.00,0,0,331061.41,828,530,34415.95,86,589,1152039.58,2880,544,486094.19,1215,574,2770118.18,6925,745,3462571.20,8656,449,879491.05,34831,588,0,0,0,0,0,0,25.25,16,73,"N",0.00,0.00
"25903","GRAND BLANC ACADEMY","GENESEE COUNTY","25",456.00,559,69690.94,153,679,3438085.37,7540,109,494788.06,1085,197,4002564.37,8778,399,1399193.32,3068,670,383007.18,840,537,0.00,0,0,1782200.50,3908,686,0.00,0,0,353905.36,776,234,889566.39,1951,159,0.00,0,0,297269.05,652,718,0.00,0,0,1540740.80,3379,321,0.00,0,0,3322941.30,7287,715,3975154.94,8717,430,0.00,0,0,0,0,0,0,0,0,23.00,20,227,"N",0.00,0.00
"25904","NORTHRIDGE ACADEMY","GENESEE COUNTY","25",190.00,685,209868.63,1105,427,1574801.90,8288,21,480425.53,2529,24,2265096.06,11922,52,491949.71,2589,738,341507.87,1797,54,0.00,0,0,833457.58,4387,626,0.00,0,0,272583.52,1435,45,594335.97,3128,30,0.00,0,0,640209.19,3370,9,5225.00,28,625,1512353.68,7960,16,0.00,0,0,2345811.26,12346,40,2378665.77,12519,49,0.00,0,0,0,0,0,0,0,0,9.00,21,327,"N",0.00,0.00
"25905","INTERNATIONAL ACADEMY OF FLINT","GENESEE COUNTY","25",1074.30,375,299510.75,279,636,7825715.71,7284,183,1458957.00,1358,127,9686603.06,9017,318,3569753.22,3323,634,771894.71,719,621,0.00,0,0,4341647.93,4041,670,0.00,0,0,957812.67,892,169,1609154.60,1498,257,0.00,0,0,750828.25,699,685,12981.72,12,650,3330777.24,3100,438,57934.16,54,610,7672425.17,7142,726,9222054.04,8584,478,0.00,0,0,0,0,0,0,0,0,49.00,22,421,"L",0.00,0.00
