"DCODE","DISTNAME","DISTCOUNTY","CC","AVG_FTE","RNK_FTE","LOCREV","AVG_LOCREV","RNK_LOCREV","STREV","AVG_STREV","RNK_STREV","FEDREV","AVG_FEDREV","RNK_FEDREV","TOTREV","AVG_TOTREV","RNK_TOTREV","BASINS","AVG_BASINS","RNK_BASINS","ADDINS","AVG_ADDINS","RNK_ADDINS","AEINS","AVG_AEINS","RNK_AEINS","ITOT","AVG_ITOT","RNK_ITOT","ISAL","AVG_ISAL","RNK_ISAL","ISSUP","AVG_ISSUP","RNK_ISSUP","ADM","AVG_ADM","RNK_ADM","FACACQ","AVG_FACACQ","RNK_FACACQ","OPNMNT","AVG_OPNMNT","RNK_OPNMNT","TRANS","AVG_TRANS","RNK_TRANS","SSTOT","AVG_SSTOT","RNK_SSTOT","SSSAL","AVG_SSSAL","RNK_SSSAL","COE","AVG_COE","RNK_COE","TOTEXP","AVG_TOTEXP","RNK_TOTEXP","T_SAL","AVG_T_SAL","RNK_T_SAL","HSEV","AVG_HSEV","RNK_HSEV","NHSEV","AVG_NHSEV","RNK_NHSEV","P_TCHR","AVG_P_TCHR","RNK_P_TCH","GROUP","AEPUPILS_A","AEPUPILS_S"
"01010","ALCONA COMMUNITY SCHOOLS","ALCONA","01",985.00,401,5641935.24,5728,55,2161766.48,2195,739,816847.05,829,345,8620548.77,8752,408,4215407.44,4280,324,1485920.57,1509,113,0.00,0,0,5701328.01,5788,180,5506903.40,5591,136,381584.94,387,556,1176803.65,1195,396,0.00,0,0,749590.44,761,623,584902.98,594,79,2892882.01,2937,514,1887743.49,1916,377,8594210.02,8725,292,8838193.81,8973,342,2403152.02,50593,442,215598845,218882,75,280650268,284924,47,47.50,21,327,"M",0.00,0.00
"02010","AUTRAIN-ONOTA PUBLIC SCHOOLS","ALGER COUNTY","02",30.00,759,727992.70,24266,5,40443.62,1348,753,37250.30,1242,150,805686.62,26856,9,288687.98,9623,13,67074.35,2236,23,0.00,0,0,355762.33,11859,10,343401.37,11447,8,22903.34,763,241,143259.02,4775,5,0.00,0,0,75035.67,2501,28,70383.04,2346,5,311581.07,10386,7,188436.33,6281,3,667343.40,22245,7,793932.94,26464,8,162234.35,45191,520,22718510,757284,6,37517373,1250579,7,3.59,8,8,"N",0.00,0.00
"02020","BURT TOWNSHIP SCHOOL DISTRICT","ALGER COUNTY","02",63.00,743,520214.46,8257,31,241281.03,3830,714,58411.70,927,264,890373.50,14133,32,426113.19,6764,24,27175.17,431,712,0.00,0,0,453288.36,7195,46,435508.58,6913,34,17223.20,273,642,166684.52,2646,64,0.00,0,0,141786.18,2251,37,46632.72,740,31,372326.62,5910,39,181838.98,2886,74,825614.98,13105,28,903162.55,14336,28,232570.88,35780,584,10824611,171819,147,26588300,422037,30,6.50,10,17,"N",0.00,0.00
"02070","MUNISING PUBLIC SCHOOLS","ALGER COUNTY","02",705.00,476,1774510.40,2517,160,4339195.30,6155,545,591879.17,840,336,6747882.50,9571,200,3105506.88,4405,247,922803.39,1309,190,0.00,0,0,4028310.27,5714,201,3800557.62,5391,178,313549.14,445,495,1138517.81,1615,229,0.00,0,0,862980.66,1224,197,394820.08,560,101,2709867.69,3844,220,1993584.50,2828,77,6738177.96,9558,152,7147543.12,10138,143,1816838.29,50468,448,71900831,101987,421,72917021,103428,149,36.00,20,227,"M",0.00,0.00
"02080","SUPERIOR CENTRAL SCHOOLS","ALGER COUNTY","02",404.00,578,658122.88,1629,293,2451473.76,6068,574,304086.63,753,419,3470893.27,8591,461,1563887.36,3871,546,522172.36,1293,200,0.00,0,0,2086059.72,5164,419,1932217.67,4783,426,170936.54,423,514,409590.08,1014,571,0.00,0,0,313104.39,775,603,272872.11,675,46,1166503.12,2887,542,684143.96,1693,492,3252562.84,8051,508,3399160.63,8414,542,778965.37,40319,562,36002303,89115,468,24968912,61804,270,19.32,21,327,"N",0.00,0.00
"03010","PLAINWELL COMMUNITY SCHOOLS","ALLEGAN COUNTY","03",2877.38,159,2965210.70,1031,450,18581743.93,6458,444,1486649.11,517,701,23137724.80,8041,695,11800914.92,4140,407,2253427.49,791,564,30732.26,1130,122,14085074.67,4895,517,13258122.52,4608,487,1792792.97,623,332,2495237.69,867,717,0.00,0,0,2478850.13,861,477,661793.23,230,535,7428674.02,2582,680,5308948.42,1845,419,21513748.69,7477,686,22858613.47,7944,701,7200020.32,57971,218,338637594,117690,337,96318870,33475,447,124.20,23,532,"I",11.24,15.96
"03020","OTSEGO PUBLIC SCHOOLS","ALLEGAN COUNTY","03",2255.41,205,3424887.59,1519,316,14479691.62,6420,456,1312461.69,582,639,20663886.90,9162,284,9225773.78,4100,429,1510181.87,671,651,14506.83,2722,68,10750462.48,4767,558,10242747.60,4541,504,1480168.42,656,310,3185660.98,1412,286,0.00,0,0,2220753.89,985,320,1005218.18,446,239,7891801.47,3499,285,5218997.32,2314,177,18642263.95,8266,427,21017991.12,9319,261,5764435.61,54821,320,308123340,136615,251,101715048,45098,362,105.15,21,327,"J",3.25,2.08
"03030","ALLEGAN PUBLIC SCHOOLS","ALLEGAN COUNTY","03",2902.32,157,4127710.36,1422,340,17297403.34,5960,585,1712110.43,590,628,23485601.77,8092,671,11160621.02,3975,490,2469510.92,880,511,73215.52,774,129,13703347.46,4722,573,12678156.40,4368,550,2061622.93,710,280,2491557.84,858,727,0.00,0,0,2545059.04,877,452,1066891.49,368,373,8165131.30,2813,574,5746002.81,1980,340,21868478.76,7535,678,23106362.41,7961,697,6761110.37,55306,303,310694120,107050,398,168453907,58041,291,122.25,23,532,"I",49.31,45.32
"03040","WAYLAND UNION SCHOOLS","ALLEGAN COUNTY","03",2951.08,153,3912055.02,1326,364,18278737.19,6194,536,1507037.64,511,709,23857088.43,8084,677,11622892.88,3939,517,2378172.43,806,554,0.00,0,0,14001065.31,4744,564,13258605.66,4493,513,2327517.96,789,225,2871360.44,973,611,104980.35,36,7,2332011.81,790,583,1050545.08,356,393,8581435.29,2908,529,6196489.85,2100,261,22582500.60,7652,651,24261399.27,8221,611,7027630.91,52145,399,393088437,133202,270,159440637,54028,305,134.77,22,421,"I",0.00,0.00
"03050","FENNVILLE PUBLIC SCHOOLS","ALLEGAN COUNTY","03",1521.08,293,2503334.27,1646,288,8645160.93,5684,623,1343584.68,883,298,12609969.98,8290,584,5004477.19,3405,627,2345784.34,1596,90,57882.92,1129,123,7408144.45,4870,525,6803060.73,4473,521,817456.67,537,404,1560839.14,1026,561,0.00,0,0,1672724.62,1100,249,665943.87,438,255,4716964.30,3101,436,2850175.51,1874,402,12125108.75,7971,548,12697079.99,8347,563,2859792.62,41537,552,206497098,135757,255,113432270,74574,223,68.85,21,327,"K",27.68,23.60
"03060","MARTIN PUBLIC SCHOOLS","ALLEGAN COUNTY","03",612.00,512,717268.24,1172,405,4018324.18,6566,404,470008.70,768,398,5213012.54,8518,497,2600482.87,4249,340,673482.72,1100,319,0.00,0,0,3273965.59,5350,329,3094826.89,5057,293,392211.21,641,320,952214.55,1556,242,0.00,0,0,512794.10,838,516,215753.34,353,399,2072973.20,3387,318,1458834.90,2384,149,5346938.79,8737,287,5448915.67,8903,361,1551438.46,45631,515,103035958,168359,154,23467549,38346,404,34.00,18,128,"M",0.00,0.00
"03070","HOPKINS PUBLIC SCHOOLS","ALLEGAN COUNTY","03",1575.15,283,819937.21,521,594,10617352.95,6741,344,803073.00,510,711,12385307.16,7863,741,6541999.93,4153,400,896568.93,569,684,0.00,0,0,7438568.86,4722,573,6999220.76,4444,530,804006.37,510,431,1896463.37,1204,386,0.00,0,0,1442222.51,916,405,730248.75,464,215,4872941.00,3094,442,3422878.29,2173,222,12311509.86,7816,591,12563309.98,7976,690,3728040.68,51062,424,207278203,131593,276,28216588,17914,537,73.01,22,421,"K",0.00,0.00
"03080","SAUGATUCK PUBLIC SCHOOLS","ALLEGAN COUNTY","03",850.07,424,6113242.16,7191,37,1686698.36,1984,743,620245.44,730,445,8420185.96,9905,154,4494020.08,5287,67,598321.48,704,628,0.00,0,0,5092341.56,5990,135,4760675.79,5600,134,747069.10,879,179,1413669.05,1663,220,0.00,0,0,688753.44,810,554,244237.44,287,489,3093729.03,3639,252,1909646.59,2246,199,8186070.59,9630,146,8545950.23,10053,148,2716622.13,60437,159,242028785,284716,39,278631424,327775,41,44.95,19,173,"M",0.00,0.00
"03100","HAMILTON COMMUNITY SCHOOLS","ALLEGAN COUNTY","03",2600.35,175,4974619.15,1913,233,15317415.03,5891,598,1710995.57,658,544,22003029.75,8462,512,11962625.48,4600,172,1754262.34,675,649,0.00,0,0,13716887.82,5275,372,13017723.50,5006,324,1880563.07,723,267,2253870.48,867,717,0.00,0,0,2326347.81,895,428,1385599.03,533,120,7846380.39,3017,483,5597820.15,2153,230,21563268.21,8292,421,22906195.84,8809,395,7085219.63,56763,254,412130101,158490,180,163482850,62870,267,124.82,21,327,"I",0.00,0.00
"03440","GLENN PUBLIC SCHOOL DISTRICT","ALLEGAN COUNTY","03",48.00,750,424945.10,8853,25,17210.94,359,772,40977.39,854,318,483133.43,10065,133,265706.07,5536,48,42355.92,882,507,0.00,0,0,308061.99,6418,75,271003.20,5646,123,4841.00,101,726,58942.93,1228,371,0.00,0,0,45602.19,950,362,0.00,0,0,109386.12,2279,752,62448.57,1301,568,417448.11,8697,299,467696.96,9744,180,113438.62,36593,579,14830280,308964,32,23023048,479647,25,3.10,15,59,"N",0.00,0.00
"03901","DISCOVERY ELEMENTARY SCHOOL","ALLEGAN COUNTY","03",103.00,726,7179.23,70,723,745681.15,7240,201,90411.98,878,303,843277.36,8187,631,401751.53,3901,530,78498.80,762,578,0.00,0,0,480250.33,4663,588,457587.40,4443,532,9739.80,95,729,273483.26,2655,62,0.00,0,0,43688.72,424,763,0.00,0,0,326911.78,3174,394,222148.26,2157,229,807162.11,7837,583,973279.08,9449,232,221160.47,36860,577,0,0,0,0,0,0,6.00,17,99,"N",0.00,0.00
"03902","OUTLOOK ACADEMY","ALLEGAN COUNTY","03",10.00,769,28457.64,2846,133,156323.02,15632,3,98808.21,9881,1,283588.87,28359,7,160300.94,16030,4,0.00,0,0,0.00,0,0,160300.94,16030,4,95885.70,9589,13,75416.90,7542,1,42231.49,4223,10,0.00,0,0,35944.34,3594,7,30740.25,3074,4,184332.98,18433,2,48415.47,4842,9,344633.92,34463,3,344657.22,34466,3,38567.00,25711,597,0,0,0,0,0,0,1.50,7,5,"N",0.00,0.00
"04010","ALPENA PUBLIC SCHOOLS","ALPENA","04",4478.60,82,8669053.09,1936,229,25348246.34,5660,625,4195845.10,937,257,38327840.54,8558,475,18782614.82,4215,366,4981401.09,1118,304,70454.38,3178,58,23834470.29,5322,343,22877714.06,5108,261,3146582.56,703,285,4815080.03,1075,504,0.00,0,0,4133914.79,923,400,1776354.10,397,332,13871931.48,3097,441,10551643.04,2356,163,37706401.77,8419,376,39418318.80,8801,401,11482405.61,61790,131,604019947,134868,259,398168529,88905,176,185.83,24,621,"F",12.18,9.99
"04901","BINGHAM ACADEMY","ALPENA","04",103.00,726,47700.98,463,603,895268.79,8692,7,170644.91,1657,82,1161981.15,11281,70,371334.66,3605,602,96648.99,938,462,0.00,0,0,467983.65,4544,605,0.00,0,0,35186.78,342,602,276981.48,2689,60,0.00,0,0,433898.64,4213,4,457.50,4,660,746524.40,7248,20,0.00,0,0,1214508.05,11791,49,1310439.51,12723,44,0.00,0,0,0,0,0,0,0,0,5.00,21,327,"N",0.00,0.00
"05010","ALBA PUBLIC SCHOOLS","ANTRIM COUNTY","05",220.00,660,724930.83,3295,107,1092249.08,4965,678,181650.03,826,349,1998829.94,9086,304,1024652.52,4658,148,226217.17,1028,379,0.00,0,0,1250869.69,5686,209,1119406.32,5088,271,16697.03,76,737,317655.38,1444,275,0.00,0,0,253769.81,1153,222,94612.24,430,266,682734.46,3103,433,424904.65,1931,368,1933604.15,8789,268,2035413.42,9252,274,543896.62,39327,568,23235380,105615,401,36865672,167571,81,13.83,16,73,"N",0.00,0.00
"05035","CENTRAL LAKE PUBLIC SCHOOLS","ANTRIM COUNTY","05",409.00,575,2880552.38,7043,38,812804.77,1987,742,381957.07,934,260,4098970.22,10022,136,1782625.27,4358,277,446588.82,1092,324,0.00,0,0,2229214.09,5450,276,1919562.62,4693,459,445127.68,1088,108,497622.35,1217,381,0.00,0,0,347953.98,851,497,137065.45,335,430,1427769.46,3491,289,1066536.36,2608,111,3656983.55,8941,238,3813507.89,9324,259,936133.88,56804,250,113168070,276695,43,131142777,320642,42,16.48,25,688,"N",0.00,0.00
"05040","BELLAIRE PUBLIC SCHOOLS","ANTRIM COUNTY","05",527.05,536,4141174.27,7857,35,270934.37,514,770,313593.33,595,621,4754962.29,9022,317,2693558.22,5111,78,444458.06,843,532,0.00,0,0,3138016.28,5954,145,3003336.79,5698,114,261813.91,497,445,541320.54,1027,560,0.00,0,0,662921.95,1258,180,261187.43,496,172,1727243.83,3277,355,893579.13,1695,491,4865260.11,9231,191,5019083.76,9523,216,1636174.00,56772,252,145977180,276970,42,214189391,406393,32,28.82,18,128,"M",0.00,0.00
"05060","ELK RAPIDS SCHOOLS","ANTRIM COUNTY","05",1554.07,286,7896427.23,5081,64,3755414.82,2417,734,891675.21,574,645,12585850.26,8099,669,6863247.06,4416,241,977836.69,629,672,0.00,0,0,7841083.75,5046,459,7576813.80,4875,384,372666.19,240,669,1844368.89,1187,403,0.00,0,0,1147952.87,739,645,775967.09,499,162,4140955.04,2665,646,3026429.66,1947,359,11982038.79,7710,633,12487372.18,8035,673,4119265.25,55817,289,449859840,289472,38,404657304,260386,53,73.80,21,327,"K",0.00,0.00
"05065","ELLSWORTH COMMUNITY SCHOOL","ANTRIM COUNTY","05",217.75,665,978044.11,4492,76,936109.72,4299,704,252356.42,1159,170,2234991.25,10264,123,1260056.28,5787,42,155037.18,712,623,0.00,0,0,1415093.46,6499,69,1256630.57,5771,100,201754.30,927,159,256257.65,1177,412,0.00,0,0,242821.37,1115,239,70696.90,325,443,771530.22,3543,276,516009.91,2370,151,2186623.68,10042,110,2343279.83,10761,99,714895.81,52220,394,47080940,216216,76,38960830,178925,74,13.69,16,73,"N",0.00,0.00
"05070","MANCELONA PUBLIC SCHOOLS","ANTRIM COUNTY","05",1084.37,373,3652499.11,3368,104,5023991.58,4633,695,1091486.52,1007,230,9929623.31,9157,287,4992487.36,4604,169,1023921.48,944,455,0.00,0,0,6016408.84,5548,240,5514630.45,5086,272,625741.42,577,362,1207618.79,1114,465,0.00,0,0,953435.84,879,448,551397.70,508,152,3338193.75,3078,452,2217069.76,2045,298,9354602.59,8627,319,9838153.80,9073,318,2638874.77,53311,367,126598407,116748,341,177935234,164091,86,49.50,22,421,"L",0.00,0.00
"05901","CONCORD MONTESSORI & COMMUNITY SCHOOL","ANTRIM COUNTY","05",145.93,710,21217.00,145,684,1063237.00,7286,182,154254.00,1057,211,1243378.00,8520,494,603758.00,4137,408,16808.00,115,750,0.00,0,0,620566.00,4252,646,0.00,0,0,0.00,0,0,296979.00,2035,142,0.00,0,0,116256.00,797,575,11968.00,82,595,425203.00,2914,524,0.00,0,0,1045769.00,7166,723,1287864.00,8825,388,0.00,0,0,0,0,0,0,0,0,12.55,12,27,"N",0.00,0.00
"06010","ARENAC EASTERN SCHOOL DISTRICT","ARENAC COUNTY","06",286.00,634,555512.30,1942,227,2157204.85,7543,108,271749.13,950,252,2985319.28,10438,111,1648865.15,5765,43,332540.93,1163,278,0.00,0,0,1981406.08,6928,54,1780754.94,6226,54,119029.40,416,524,341088.76,1193,399,0.00,0,0,303708.47,1062,271,148119.10,518,138,911945.73,3189,389,567820.66,1985,336,2893351.81,10117,107,2992696.87,10464,122,853426.23,56857,247,35971163,125773,303,15721469,54970,299,15.01,19,173,"N",0.00,0.00
"06020","AU GRES-SIMS SCHOOL DISTRICT","ARENAC COUNTY","06",400.00,584,1916252.94,4791,67,1267208.58,3168,726,330434.68,826,349,3514726.20,8787,398,1692017.59,4230,352,666025.92,1665,74,0.00,0,0,2358043.51,5895,159,2272117.96,5680,117,83037.88,208,682,342509.27,856,728,0.00,0,0,416765.24,1042,279,192822.90,482,191,1035135.29,2588,676,575414.80,1439,554,3393178.80,8483,354,3531899.63,8830,386,1001485.10,51279,420,90527166,226318,70,97311988,243280,57,19.53,20,227,"N",0.00,0.00
"06050","STANDISH-STERLING COMMUNITY SCHOOLS","ARENAC COUNTY","06",1800.00,248,2759351.39,1533,313,11501339.21,6390,474,1184996.76,658,544,15445687.36,8581,465,7116938.63,3954,509,1851624.27,1029,378,0.00,0,0,8968562.90,4983,483,8483307.34,4713,450,1251809.39,695,288,2102043.58,1168,418,0.00,0,0,1670373.00,928,390,815108.06,453,227,5839334.03,3244,365,4186942.31,2326,172,14807896.93,8227,449,15510684.04,8617,468,4484614.73,60932,147,173283381,96269,439,100465688,55814,295,73.60,24,621,"K",0.00,0.00
"07010","ARVON TOWNSHIP SCHOOL DISTRICT","BARAGA COUNTY","07",7.00,773,341917.00,48845,1,86.00,12,774,47201.00,6743,5,389204.00,55601,1,112956.00,16137,3,45075.00,6439,4,0.00,0,0,158031.00,22576,2,121978.00,17425,2,4796.00,685,296,28938.00,4134,11,0.00,0,0,26124.00,3732,6,74884.00,10698,1,134742.00,19249,1,12765.00,1824,425,292773.00,41825,2,386069.00,55153,1,79235.00,58693,199,11197485,1599641,2,24426849,3489550,3,1.35,5,2,"N",0.00,0.00
"07020","BARAGA AREA SCHOOLS","BARAGA COUNTY","07",551.39,527,837180.30,1518,317,3430062.98,6221,525,1518648.28,2754,19,5793191.56,10507,104,2885592.95,5355,62,597587.30,1109,311,6633.53,530,136,3489813.78,6329,85,3279804.29,5948,69,531927.75,965,146,736867.50,1336,320,0.00,0,0,516003.60,936,376,205733.29,373,364,1990532.14,3610,263,1444667.18,2620,109,5480345.92,9939,117,5663266.74,10271,135,1660807.10,53061,372,29437254,53387,529,29225376,53003,310,31.30,17,99,"M",5.12,7.40
"07040","L'ANSE AREA SCHOOLS","BARAGA COUNTY","07",738.69,454,1220151.61,1652,284,4515786.43,6113,557,1400530.87,1896,55,7181576.75,9722,173,3338213.98,4519,195,697197.14,944,455,7364.13,0,0,4042775.25,5473,264,3730784.32,5051,297,315965.42,428,508,979847.90,1326,326,0.00,0,0,691390.29,936,376,289360.32,392,336,2276563.93,3082,451,1469237.96,1989,331,6319339.18,8555,338,6704420.60,9076,316,1943339.68,46018,511,52717659,71366,506,60763813,82259,199,42.23,17,99,"M",0.00,0.00
"08010","DELTON-KELLOGG SCHOOL DISTRICT","BARRY COUNTY","08",1925.15,227,2688480.66,1397,350,10181720.65,5289,662,1407822.00,731,441,14328023.31,7443,770,7449174.73,4487,215,1680942.33,1013,389,439091.82,1657,104,9569208.88,4971,488,9112939.66,4734,446,562694.82,292,633,1979583.84,1028,557,0.00,0,0,1648844.58,856,488,577333.13,300,474,4768456.37,2477,718,3467492.45,1801,435,14337665.25,7448,693,14806521.29,7691,744,4359770.70,58916,196,290361282,150825,203,125304524,65088,258,74.00,22,421,"K",88.00,177.00
"08030","HASTINGS AREA SCHOOL DISTRICT","BARRY COUNTY","08",3032.98,145,3584299.56,1182,400,19152442.20,6315,503,1972363.00,650,558,24709104.76,8147,649,13302959.38,4386,257,3379563.54,1114,307,32392.84,0,0,16714915.76,5511,252,15925793.67,5251,204,1029012.48,339,605,2587328.82,853,732,0.00,0,0,2911203.52,960,348,758690.09,250,524,7286234.91,2402,735,5312489.70,1752,460,24001150.67,7913,569,24857397.92,8196,618,8111862.77,65103,82,379403956,125093,305,149969504,49446,335,124.60,24,621,"H",0.00,0.00
"08050","THORNAPPLE KELLOGG SCHOOL DISTRICT","BARRY COUNTY","08",2996.31,147,3853364.46,1286,370,20112726.81,6712,354,1822685.89,608,609,25810302.31,8614,449,13608723.78,4542,187,2312434.68,772,574,0.00,0,0,15921158.46,5314,346,15034555.85,5018,316,2884581.39,963,148,2392016.20,798,749,0.00,0,0,2562255.95,855,490,1825882.65,609,71,9664736.19,3226,372,6376135.26,2128,249,25585894.65,8539,344,26378942.89,8804,399,8283304.21,60440,157,401722433,134072,263,104332209,34820,439,137.05,22,421,"I",0.00,0.00
"09010","BAY CITY SCHOOL DISTRICT","BAY COUNTY","09",9116.67,25,10413354.03,1142,416,58276514.78,6392,472,7579632.98,831,343,76269501.79,8366,549,36908644.65,4073,437,8886510.35,981,418,168908.45,3039,63,45964063.45,5042,463,43793594.52,4804,415,6227783.97,683,298,8612388.33,945,642,0.00,0,0,8107140.57,889,437,3767261.32,413,300,26714574.19,2930,518,21587672.07,2368,153,72678637.64,7972,547,78013761.67,8557,489,23177014.99,61105,140,1222247046,134067,264,451981877,49578,333,379.30,24,621,"D",28.56,27.02
"09030","BANGOR TOWNSHIP SCHOOLS","BAY COUNTY","09",2539.50,181,3704720.41,1459,328,15469682.25,6092,566,1452644.46,572,648,20757948.62,8174,638,9467886.47,3728,583,2936368.59,1156,280,0.00,0,0,12404255.06,4885,519,11746529.86,4626,483,1245515.86,490,452,2496308.18,983,604,0.00,0,0,2030399.12,800,570,1201858.78,473,202,6974081.94,2746,604,5110100.88,2012,323,19378337.00,7631,656,19889712.30,7832,722,6105801.53,57897,220,284827675,112159,365,167133143,65813,255,105.46,24,621,"I",0.00,0.00
"09050","ESSEXVILLE-HAMPTON PUBLIC SCHOOLS","BAY COUNTY","09",1923.00,228,4999510.96,2600,152,9445640.73,4912,681,1000155.05,520,698,15546127.74,8084,677,8498783.37,4420,239,1565157.05,814,548,0.00,0,0,10063940.42,5233,390,9774885.88,5083,274,921473.09,479,463,2031486.41,1056,525,0.00,0,0,1648660.68,857,484,370137.08,192,556,4971757.26,2585,679,3426231.30,1782,445,15035697.68,7819,590,15557573.48,8090,658,5365348.14,64619,87,174712524,90854,463,261281218,135872,104,83.03,23,532,"K",0.00,0.00
"09090","PINCONNING AREA SCHOOLS","BAY COUNTY","09",1639.72,273,1593660.56,972,466,11132907.06,6790,332,1224092.74,747,425,13950660.36,8508,499,7408138.67,4518,197,1226250.08,748,595,31986.16,0,0,8666374.91,5285,367,8229127.19,5019,315,966632.98,590,353,1704746.21,1040,544,0.00,0,0,1372153.61,837,519,793081.47,484,187,4836614.27,2950,502,3605560.60,2199,213,13502989.18,8235,445,14217455.85,8671,445,4655839.38,54207,344,237215305,144668,221,54633894,33319,449,85.89,19,173,"K",0.00,0.00
"09901","BAY-ARENAC COMMUNITY HIGH SCHOOL","BAY COUNTY","09",142.86,714,19363.06,136,685,1015755.68,7110,228,376803.37,2638,22,1510473.87,10573,101,345468.28,2418,754,18819.09,132,749,0.00,0,0,364287.37,2550,767,297039.06,2079,602,565009.67,3955,4,205295.76,1437,277,0.00,0,0,124585.35,872,462,15721.69,110,579,910612.47,6374,26,568331.62,3978,16,1274899.84,8924,240,1404418.82,9831,167,168949.12,42237,543,0,0,0,0,0,0,4.00,36,762,"N",0.00,0.00
"09902","BAY COUNTY PSA","BAY COUNTY","09",178.00,694,32451.16,182,664,1683309.00,9457,5,318750.31,1791,68,2034510.47,11430,67,799776.77,4493,210,253719.37,1425,140,0.00,0,0,1053496.14,5919,154,0.00,0,0,108266.01,608,344,514709.48,2892,41,0.00,0,0,164503.42,924,398,0.00,0,0,787478.91,4424,150,0.00,0,0,1840975.05,10343,88,2222988.61,12489,51,0.00,0,0,0,0,0,0,0,0,14.00,13,34,"N",0.00,0.00
"10015","BENZIE COUNTY CENTRAL SCHOOLS","BENZIE COUNTY","10",1856.73,236,7715382.38,4155,84,6800032.44,3662,717,1281204.27,690,500,15853612.09,8538,487,7795207.94,4198,376,2301703.39,1240,236,0.00,0,0,10096911.33,5438,279,9102449.62,4902,376,448280.59,241,668,2060913.68,1110,470,0.00,0,0,1615299.42,870,463,1636070.89,881,22,5760564.58,3103,433,3835501.20,2066,280,15857475.91,8541,342,16153690.62,8700,437,4266477.11,52164,397,352230182,189705,108,361239099,194557,70,81.79,23,532,"K",0.00,0.00
"10025","FRANKFORT-ELBERTA AREA SCHOOLS","BENZIE COUNTY","10",537.96,532,4309297.67,8010,34,313971.49,584,766,200296.33,372,760,4837693.75,8993,323,2736128.19,5086,81,489898.15,911,484,0.00,0,0,3226026.34,5997,134,3073117.64,5713,112,132204.74,246,662,643063.21,1195,396,0.00,0,0,489499.59,910,412,229533.01,427,273,1494300.55,2778,591,931591.26,1732,473,4720326.89,8774,272,4905248.91,9118,305,1668243.75,57446,240,126183556,234559,61,230464952,428405,29,29.04,19,173,"M",0.00,0.00
"11010","BENTON HARBOR AREA SCHOOLS","BERRIEN COUNTY","11",3621.87,109,7905031.27,2183,197,22067156.53,6093,565,8067106.00,2227,32,38074323.14,10512,103,15802650.32,4461,224,8512901.01,2403,16,179710.47,2266,76,24495261.80,6763,57,22811510.85,6298,52,4843127.80,1337,56,5928943.06,1637,223,72191.88,20,14,4107289.23,1134,231,2514101.11,694,43,17393461.20,4802,116,11163620.79,3082,53,41888723.00,11565,58,42582107.00,11757,65,8521954.73,46127,509,281643508,77762,495,354445649,97863,162,184.75,19,173,"G",39.06,40.26
"11020","ST. JOSEPH PUBLIC SCHOOLS","BERRIEN COUNTY","11",2858.83,162,5895443.58,2062,212,15515815.74,5427,648,1405757.00,492,727,22842016.32,7990,714,11437239.00,4001,477,2168114.39,758,583,0.00,0,0,13605353.39,4759,560,13078275.72,4575,496,2574196.06,900,164,2144668.40,750,764,0.00,0,0,2483196.28,869,465,788670.82,276,506,7990731.56,2795,584,5355793.42,1873,403,21596084.95,7554,673,22475277.86,7862,716,7425828.77,57861,222,588976830,206020,87,297063734,103911,146,128.34,22,421,"I",0.00,0.00
"11030","LAKESHORE SCHOOL DISTRICT (BERRIEN)","BERRIEN COUNTY","11",2917.97,155,3926176.15,1346,361,17579417.80,6025,577,1804590.67,618,594,23376428.62,8011,705,12379987.72,4243,344,2766965.21,948,450,0.00,0,0,15146952.93,5191,411,14138734.79,4845,396,2157743.79,739,256,2306814.76,791,752,0.00,0,0,2323276.91,796,576,766848.77,263,516,7554684.23,2589,674,5430825.76,1861,409,22701637.16,7780,606,23465700.97,8042,670,7857017.33,58093,215,493344738,169071,153,175810647,60251,283,135.25,22,421,"I",0.00,0.00
"11033","RIVER VALLEY SCHOOL DISTRICT","BERRIEN COUNTY","11",761.68,447,6297787.82,8268,30,666453.32,875,759,272754.60,358,763,7311245.74,9599,194,3306986.07,4342,282,873691.25,1147,287,0.00,0,0,4180677.32,5489,259,3729428.21,4896,377,429611.53,564,377,962842.16,1264,345,0.00,0,0,721943.22,948,364,445080.90,584,87,2559477.81,3360,328,1876922.54,2464,134,6740155.13,8849,252,6983509.77,9169,294,1808371.45,48223,479,243732126,319993,26,334685250,439404,28,37.50,20,227,"M",0.00,0.00
"11160","GALIEN TOWNSHIP SCHOOL DISTRICT","BERRIEN COUNTY","11",165.00,700,328317.07,1990,223,1129420.71,6845,313,192338.00,1166,167,1714719.53,10392,113,742571.93,4500,207,241197.40,1462,132,0.00,0,0,983769.33,5962,144,821138.25,4977,337,51693.30,313,624,407814.19,2472,88,0.00,0,0,251626.54,1525,129,105651.74,640,59,816785.77,4950,98,458075.27,2776,81,1800555.10,10912,66,1839743.69,11150,85,343480.16,37173,576,70204668,425483,13,15847998,96048,164,9.24,18,128,"N",0.00,0.00
