tot_m_ai,tot_m_as,tot_m_aa,tot_m_hw,tot_m_wh,tot_m_hs,tot_m_mr,tot_f_ai,tot_f_as,tot_f_aa,tot_f_hw,tot_f_wh,tot_f_hs,tot_f_mr,tot_ai,tot_as,tot_aa,tot_hw,tot_wh,tot_hs,tot_mr,k_totl,g1_totl,g2_totl,g3_totl,g4_totl,g5_totl,g6_totl,g7_totl,g8_totl,g9_totl,g10_totl,g11_totl,g12_totl,tot_male,tot_fem,tot_all
7191,20854,159920,959,578885,39957,10060,6862,20478,154458,868,543695,37073,10020,14053,41332,314378,1827,1122580,77030,20080,125433,115526,114109,116715,117747,117131,118903,120047,120501,139027,135654,124647,125840,817826,773454,1591280
