Free and Reduced-Price Lunch Counts,,,,,,
Fall 2009 District-Level Data: K-12 Counts by Grades,,,,,,
Includes Grades K through 12 plus Ungraded Special Education (14),,,,,,
DCODE,District_Name,GradeOrSetting,Free Lunch Eligible,Reduced-Price Lunch Eligible,Not Eligible,Total Count
30010,Camden-Frontier Schools,11,4,6,26,36
30010,Camden-Frontier Schools,12,8,3,21,32
30020,Hillsdale Community Schools,00,84,8,46,138
30020,Hillsdale Community Schools,01,66,12,42,120
30020,Hillsdale Community Schools,02,79,19,39,137
30020,Hillsdale Community Schools,03,74,10,40,124
30020,Hillsdale Community Schools,04,85,17,44,146
30020,Hillsdale Community Schools,05,73,13,52,138
30020,Hillsdale Community Schools,06,69,18,43,130
30020,Hillsdale Community Schools,07,75,13,43,131
30020,Hillsdale Community Schools,08,66,9,56,131
30020,Hillsdale Community Schools,09,54,6,57,117
30020,Hillsdale Community Schools,10,76,13,75,164
30020,Hillsdale Community Schools,11,59,15,65,139
30020,Hillsdale Community Schools,12,70,8,79,157
30030,Jonesville Community Schools,00,82,12,57,151
30030,Jonesville Community Schools,01,62,18,52,132
30030,Jonesville Community Schools,02,45,12,50,107
30030,Jonesville Community Schools,03,45,5,34,84
30030,Jonesville Community Schools,04,52,14,51,117
30030,Jonesville Community Schools,05,50,11,53,114
30030,Jonesville Community Schools,06,34,12,40,86
30030,Jonesville Community Schools,07,33,9,44,86
30030,Jonesville Community Schools,08,43,9,53,105
30030,Jonesville Community Schools,09,48,10,47,105
30030,Jonesville Community Schools,10,46,2,64,112
30030,Jonesville Community Schools,11,51,6,62,119
30030,Jonesville Community Schools,12,35,12,63,110
30040,Litchfield Community Schools,00,16,2,4,22
30040,Litchfield Community Schools,01,16,1,5,22
30040,Litchfield Community Schools,02,17,4,2,23
30040,Litchfield Community Schools,03,8,3,6,17
30040,Litchfield Community Schools,04,8,5,13,26
30040,Litchfield Community Schools,05,12,4,4,20
30040,Litchfield Community Schools,06,10,5,8,23
30040,Litchfield Community Schools,07,14,5,9,28
30040,Litchfield Community Schools,08,8,4,12,24
30040,Litchfield Community Schools,09,19,6,14,39
30040,Litchfield Community Schools,10,22,8,4,34
30040,Litchfield Community Schools,11,20,4,12,36
30040,Litchfield Community Schools,12,13,3,12,28
30050,North Adams-Jerome Schools,00,17,0,17,34
30050,North Adams-Jerome Schools,01,9,4,12,25
30050,North Adams-Jerome Schools,02,20,1,12,33
30050,North Adams-Jerome Schools,03,17,4,9,30
30050,North Adams-Jerome Schools,04,14,6,17,37
30050,North Adams-Jerome Schools,05,16,4,18,38
30050,North Adams-Jerome Schools,06,10,4,19,33
30050,North Adams-Jerome Schools,07,22,3,19,44
30050,North Adams-Jerome Schools,08,14,1,24,39
30050,North Adams-Jerome Schools,09,17,3,21,41
30050,North Adams-Jerome Schools,10,12,7,27,46
30050,North Adams-Jerome Schools,11,12,1,16,29
30050,North Adams-Jerome Schools,12,13,4,21,38
30060,Pittsford Area Schools,00,18,4,12,34
30060,Pittsford Area Schools,01,19,4,15,38
30060,Pittsford Area Schools,02,14,5,24,43
30060,Pittsford Area Schools,03,21,7,25,53
30060,Pittsford Area Schools,04,21,6,29,56
30060,Pittsford Area Schools,05,23,7,22,52
30060,Pittsford Area Schools,06,15,3,26,44
30060,Pittsford Area Schools,07,23,2,28,53
30060,Pittsford Area Schools,08,18,8,28,54
30060,Pittsford Area Schools,09,23,7,30,60
30060,Pittsford Area Schools,10,18,8,28,54
30060,Pittsford Area Schools,11,15,4,38,57
30060,Pittsford Area Schools,12,18,7,37,62
30070,Reading Community Schools,00,45,7,28,80
30070,Reading Community Schools,01,34,9,18,61
30070,Reading Community Schools,02,27,3,26,56
30070,Reading Community Schools,03,29,5,27,61
30070,Reading Community Schools,04,33,5,25,63
30070,Reading Community Schools,05,40,4,22,66
30070,Reading Community Schools,06,42,3,20,65
30070,Reading Community Schools,07,32,4,26,62
30070,Reading Community Schools,08,30,6,23,59
30070,Reading Community Schools,09,34,12,35,81
30070,Reading Community Schools,10,42,6,49,97
30070,Reading Community Schools,11,32,6,42,80
30070,Reading Community Schools,12,21,3,40,64
30080,Waldron Area Schools,00,23,2,8,33
30080,Waldron Area Schools,01,8,1,7,16
30080,Waldron Area Schools,02,15,1,4,20
30080,Waldron Area Schools,03,12,2,12,26
30080,Waldron Area Schools,04,14,3,3,20
30080,Waldron Area Schools,05,14,1,9,24
30080,Waldron Area Schools,06,16,3,8,27
30080,Waldron Area Schools,07,17,3,5,25
30080,Waldron Area Schools,08,16,0,10,26
30080,Waldron Area Schools,09,13,1,14,28
30080,Waldron Area Schools,10,16,1,11,28
30080,Waldron Area Schools,11,16,6,8,30
30080,Waldron Area Schools,12,17,1,17,35
30901,Hillsdale Preparatory School,00,11,2,0,13
30901,Hillsdale Preparatory School,01,6,7,1,14
30901,Hillsdale Preparatory School,02,10,6,0,16
30901,Hillsdale Preparatory School,03,5,1,1,7
30901,Hillsdale Preparatory School,04,7,0,1,8
30901,Hillsdale Preparatory School,05,4,3,1,8
30901,Hillsdale Preparatory School,06,2,1,0,3
30901,Hillsdale Preparatory School,07,1,0,0,1
30901,Hillsdale Preparatory School,08,0,1,0,1
30902,Will Carleton Charter School Academy,00,6,0,27,33
30902,Will Carleton Charter School Academy,01,4,0,19,23
30902,Will Carleton Charter School Academy,02,3,0,19,22
30902,Will Carleton Charter School Academy,03,4,0,18,22
30902,Will Carleton Charter School Academy,04,4,0,18,22
30902,Will Carleton Charter School Academy,05,1,0,20,21
30902,Will Carleton Charter School Academy,06,3,0,18,21
30902,Will Carleton Charter School Academy,07,1,0,20,21
30902,Will Carleton Charter School Academy,08,2,0,20,22
30902,Will Carleton Charter School Academy,09,4,0,19,23
30902,Will Carleton Charter School Academy,10,2,0,10,12
30902,Will Carleton Charter School Academy,11,1,0,8,9
30902,Will Carleton Charter School Academy,12,0,0,9,9
31000,Copper Country ISD,00,1,0,1,2
31000,Copper Country ISD,01,0,0,3,3
31000,Copper Country ISD,02,2,0,1,3
31000,Copper Country ISD,04,1,0,3,4
31000,Copper Country ISD,05,0,0,2,2
31000,Copper Country ISD,06,0,0,2,2
31000,Copper Country ISD,07,2,0,0,2
31000,Copper Country ISD,08,1,0,0,1
31000,Copper Country ISD,09,3,0,3,6
31000,Copper Country ISD,10,3,0,3,6
31000,Copper Country ISD,11,1,0,3,4
31000,Copper Country ISD,12,0,0,2,2
31000,Copper Country ISD,14,31,1,21,53
31010,Hancock Public Schools,00,23,27,43,93
31010,Hancock Public Schools,01,16,8,39,63
31010,Hancock Public Schools,02,27,15,29,71
31010,Hancock Public Schools,03,16,14,28,58
31010,Hancock Public Schools,04,19,14,27,60
31010,Hancock Public Schools,05,18,9,44,71
31010,Hancock Public Schools,06,16,4,43,63
31010,Hancock Public Schools,07,25,15,26,66
31010,Hancock Public Schools,08,21,8,39,68
31010,Hancock Public Schools,09,28,7,27,62
31010,Hancock Public Schools,10,13,8,34,55
31010,Hancock Public Schools,11,19,10,35,64
31010,Hancock Public Schools,12,14,9,41,64
31010,Hancock Public Schools,14,0,0,1,1
31020,Adams Township School District,00,9,0,27,36
31020,Adams Township School District,01,13,4,13,30
31020,Adams Township School District,02,19,6,8,33
31020,Adams Township School District,03,10,5,13,28
31020,Adams Township School District,04,13,7,12,32
31020,Adams Township School District,05,17,4,16,37
31020,Adams Township School District,06,6,9,12,27
31020,Adams Township School District,07,5,0,22,27
31020,Adams Township School District,08,8,8,18,34
31020,Adams Township School District,09,13,3,21,37
31020,Adams Township School District,10,11,13,18,42
31020,Adams Township School District,11,6,12,15,33
31020,Adams Township School District,12,11,5,18,34
31020,Adams Township School District,14,1,0,0,1
31030,Public Schools of Calumet,00,75,17,37,129
31030,Public Schools of Calumet,01,66,13,54,133
31030,Public Schools of Calumet,02,74,13,29,116
31030,Public Schools of Calumet,03,64,16,37,117
31030,Public Schools of Calumet,04,57,18,36,111
31030,Public Schools of Calumet,05,51,20,41,112
31030,Public Schools of Calumet,06,57,23,40,120
31030,Public Schools of Calumet,07,41,17,56,114
31030,Public Schools of Calumet,08,56,24,49,129
31030,Public Schools of Calumet,09,43,13,40,96
31030,Public Schools of Calumet,10,44,11,64,119
31030,Public Schools of Calumet,11,46,9,49,104
31030,Public Schools of Calumet,12,58,20,72,150
31030,Public Schools of Calumet,14,4,0,0,4
31050,Chassell Township School District,00,16,2,14,32
31050,Chassell Township School District,01,13,1,9,23
31050,Chassell Township School District,02,11,3,9,23
31050,Chassell Township School District,03,12,3,8,23
31050,Chassell Township School District,04,4,2,11,17
31050,Chassell Township School District,05,8,2,11,21
31050,Chassell Township School District,06,6,2,5,13
31050,Chassell Township School District,07,9,2,7,18
31050,Chassell Township School District,08,5,4,6,15
31050,Chassell Township School District,09,7,2,10,19
31050,Chassell Township School District,10,6,5,7,18
31050,Chassell Township School District,11,8,4,16,28
31050,Chassell Township School District,12,3,2,15,20
31070,Elm River Township School District,00,2,0,0,2
31070,Elm River Township School District,01,2,0,0,2
31070,Elm River Township School District,02,2,0,1,3
31070,Elm River Township School District,03,0,0,2,2
31070,Elm River Township School District,04,1,0,1,2
31070,Elm River Township School District,05,2,0,2,4
31070,Elm River Township School District,06,0,0,1,1
31100,Dollar Bay-Tamarack City Area Schools,00,13,1,10,24
31100,Dollar Bay-Tamarack City Area Schools,01,7,7,7,21
31100,Dollar Bay-Tamarack City Area Schools,02,8,1,6,15
31100,Dollar Bay-Tamarack City Area Schools,03,12,7,5,24
31100,Dollar Bay-Tamarack City Area Schools,04,7,7,11,25
31100,Dollar Bay-Tamarack City Area Schools,05,13,4,7,24
31100,Dollar Bay-Tamarack City Area Schools,06,13,5,6,24
31100,Dollar Bay-Tamarack City Area Schools,07,10,0,13,23
31100,Dollar Bay-Tamarack City Area Schools,08,10,1,7,18
31100,Dollar Bay-Tamarack City Area Schools,09,9,6,7,22
31100,Dollar Bay-Tamarack City Area Schools,10,7,2,10,19
31100,Dollar Bay-Tamarack City Area Schools,11,7,3,18,28
31100,Dollar Bay-Tamarack City Area Schools,12,6,5,20,31
31110,Houghton-Portage Township Schools,00,27,7,88,122
31110,Houghton-Portage Township Schools,01,29,4,68,101
31110,Houghton-Portage Township Schools,02,16,5,62,83
31110,Houghton-Portage Township Schools,03,17,8,53,78
31110,Houghton-Portage Township Schools,04,23,6,69,98
31110,Houghton-Portage Township Schools,05,24,6,69,99
31110,Houghton-Portage Township Schools,06,23,13,68,104
31110,Houghton-Portage Township Schools,07,28,5,73,106
31110,Houghton-Portage Township Schools,08,17,11,64,92
31110,Houghton-Portage Township Schools,09,28,8,80,116
31110,Houghton-Portage Township Schools,10,9,9,77,95
31110,Houghton-Portage Township Schools,11,8,8,89,105
31110,Houghton-Portage Township Schools,12,15,10,82,107
31130,Lake Linden-Hubbell School District,00,21,1,6,28
31130,Lake Linden-Hubbell School District,01,16,6,14,36
31130,Lake Linden-Hubbell School District,02,14,3,19,36
31130,Lake Linden-Hubbell School District,03,19,4,17,40
31130,Lake Linden-Hubbell School District,04,13,5,24,42
31130,Lake Linden-Hubbell School District,05,16,3,22,41
31130,Lake Linden-Hubbell School District,06,10,5,24,39
31130,Lake Linden-Hubbell School District,07,17,5,20,42
31130,Lake Linden-Hubbell School District,08,11,8,18,37
31130,Lake Linden-Hubbell School District,09,14,5,29,48
31130,Lake Linden-Hubbell School District,10,13,4,15,32
31130,Lake Linden-Hubbell School District,11,7,6,31,44
31130,Lake Linden-Hubbell School District,12,13,5,24,42
31140,Stanton Township Public Schools,00,9,4,7,20
31140,Stanton Township Public Schools,01,8,7,7,22
31140,Stanton Township Public Schools,02,9,4,9,22
31140,Stanton Township Public Schools,03,7,3,3,13
31140,Stanton Township Public Schools,04,8,4,5,17
31140,Stanton Township Public Schools,05,3,3,1,7
31140,Stanton Township Public Schools,06,6,3,2,11
31140,Stanton Township Public Schools,07,5,5,8,18
31140,Stanton Township Public Schools,08,6,4,2,12
32000,Huron ISD,00,3,0,1,4
32000,Huron ISD,01,2,2,0,4
32000,Huron ISD,02,2,0,0,2
32000,Huron ISD,03,5,2,1,8
32000,Huron ISD,04,1,0,3,4
32000,Huron ISD,05,2,0,1,3
32000,Huron ISD,06,3,2,3,8
32000,Huron ISD,07,3,0,2,5
32000,Huron ISD,08,2,0,5,7
32000,Huron ISD,09,4,1,6,11
32000,Huron ISD,10,2,0,4,6
32000,Huron ISD,11,5,1,5,11
32000,Huron ISD,12,3,0,4,7
32000,Huron ISD,14,15,0,15,30
32010,Bad Axe Public Schools,00,37,6,56,99
32010,Bad Axe Public Schools,01,33,5,49,87
32010,Bad Axe Public Schools,02,38,3,44,85
32010,Bad Axe Public Schools,03,30,8,40,78
32010,Bad Axe Public Schools,04,36,5,48,89
32010,Bad Axe Public Schools,05,27,8,55,90
32010,Bad Axe Public Schools,06,39,13,44,96
32010,Bad Axe Public Schools,07,25,11,46,82
32010,Bad Axe Public Schools,08,33,7,54,94
32010,Bad Axe Public Schools,09,34,12,67,113
32010,Bad Axe Public Schools,10,29,12,68,109
32010,Bad Axe Public Schools,11,24,9,63,96
32010,Bad Axe Public Schools,12,35,10,84,129
32030,Caseville Public Schools,00,12,3,7,22
32030,Caseville Public Schools,01,9,0,10,19
32030,Caseville Public Schools,02,12,1,10,23
32030,Caseville Public Schools,03,12,0,2,14
32030,Caseville Public Schools,04,9,0,10,19
32030,Caseville Public Schools,05,12,5,5,22
32030,Caseville Public Schools,06,11,1,10,22
32030,Caseville Public Schools,07,7,1,6,14
32030,Caseville Public Schools,08,11,4,10,25
32030,Caseville Public Schools,09,11,1,15,27
32030,Caseville Public Schools,10,11,1,8,20
32030,Caseville Public Schools,11,10,2,11,23
32030,Caseville Public Schools,12,5,2,10,17
32040,Church School District,00,2,0,1,3
32040,Church School District,01,2,0,1,3
32040,Church School District,02,0,1,0,1
32040,Church School District,03,2,0,1,3
32040,Church School District,04,1,0,1,2
32040,Church School District,05,2,0,0,2
32040,Church School District,06,1,0,2,3
32040,Church School District,07,1,1,2,4
32040,Church School District,08,1,0,4,5
32050,Elkton-Pigeon-Bay Port Laker Schools,00,36,6,43,85
32050,Elkton-Pigeon-Bay Port Laker Schools,01,29,7,24,60
32050,Elkton-Pigeon-Bay Port Laker Schools,02,31,5,23,59
32050,Elkton-Pigeon-Bay Port Laker Schools,03,31,11,28,70
32050,Elkton-Pigeon-Bay Port Laker Schools,04,33,5,33,71
32050,Elkton-Pigeon-Bay Port Laker Schools,05,25,6,28,59
32050,Elkton-Pigeon-Bay Port Laker Schools,06,23,12,38,73
32050,Elkton-Pigeon-Bay Port Laker Schools,07,25,11,52,88
32050,Elkton-Pigeon-Bay Port Laker Schools,08,29,5,34,68
32050,Elkton-Pigeon-Bay Port Laker Schools,09,18,14,42,74
32050,Elkton-Pigeon-Bay Port Laker Schools,10,34,9,51,94
32050,Elkton-Pigeon-Bay Port Laker Schools,11,27,14,42,83
32050,Elkton-Pigeon-Bay Port Laker Schools,12,20,15,60,95
32060,Harbor Beach Community Schools,00,10,0,13,23
32060,Harbor Beach Community Schools,01,7,7,11,25
32060,Harbor Beach Community Schools,02,9,6,11,26
32060,Harbor Beach Community Schools,03,10,3,8,21
32060,Harbor Beach Community Schools,04,21,5,14,40
32060,Harbor Beach Community Schools,05,21,3,16,40
32060,Harbor Beach Community Schools,06,17,7,22,46
32060,Harbor Beach Community Schools,07,8,7,16,31
32060,Harbor Beach Community Schools,08,19,2,26,47
32060,Harbor Beach Community Schools,09,23,8,34,65
32060,Harbor Beach Community Schools,10,19,13,29,61
32060,Harbor Beach Community Schools,11,26,13,35,74
32060,Harbor Beach Community Schools,12,31,9,40,80
32080,North Huron School District,00,13,2,9,24
32080,North Huron School District,01,19,4,9,32
32080,North Huron School District,02,18,1,11,30
32080,North Huron School District,03,15,2,11,28
32080,North Huron School District,04,22,7,12,41
32080,North Huron School District,05,14,6,12,32
32080,North Huron School District,06,19,5,11,35
32080,North Huron School District,07,14,7,14,35
32080,North Huron School District,08,17,9,9,35
32080,North Huron School District,09,8,6,17,31
32080,North Huron School District,10,14,3,20,37
32080,North Huron School District,11,17,3,21,41
32080,North Huron School District,12,13,1,20,34
32090,Owendale-Gagetown Area Schools,00,10,1,2,13
32090,Owendale-Gagetown Area Schools,01,9,1,5,15
32090,Owendale-Gagetown Area Schools,02,8,2,4,14
32090,Owendale-Gagetown Area Schools,03,11,7,3,21
32090,Owendale-Gagetown Area Schools,04,11,1,3,15
32090,Owendale-Gagetown Area Schools,05,7,1,3,11
32090,Owendale-Gagetown Area Schools,06,12,0,8,20
32090,Owendale-Gagetown Area Schools,07,6,3,3,12
32090,Owendale-Gagetown Area Schools,08,6,3,2,11
32090,Owendale-Gagetown Area Schools,09,9,4,10,23
32090,Owendale-Gagetown Area Schools,10,15,4,8,27
32090,Owendale-Gagetown Area Schools,11,3,3,10,16
32090,Owendale-Gagetown Area Schools,12,9,3,7,19
32130,Port Hope Community Schools,00,6,1,0,7
32130,Port Hope Community Schools,01,4,0,1,5
32130,Port Hope Community Schools,02,3,0,0,3
32130,Port Hope Community Schools,03,3,2,1,6
32130,Port Hope Community Schools,04,3,0,2,5
32130,Port Hope Community Schools,05,1,1,0,2
32130,Port Hope Community Schools,06,2,1,2,5
32130,Port Hope Community Schools,07,3,1,0,4
32130,Port Hope Community Schools,08,1,1,0,2
32130,Port Hope Community Schools,09,3,0,6,9
32130,Port Hope Community Schools,10,3,1,4,8
32130,Port Hope Community Schools,11,4,2,4,10
32130,Port Hope Community Schools,12,8,1,7,16
32170,Ubly Community Schools,00,20,6,31,57
32170,Ubly Community Schools,01,16,10,18,44
32170,Ubly Community Schools,02,20,9,27,56
32170,Ubly Community Schools,03,29,9,27,65
32170,Ubly Community Schools,04,27,8,29,64
32170,Ubly Community Schools,05,24,13,24,61
32170,Ubly Community Schools,06,21,7,33,61
32170,Ubly Community Schools,07,25,14,38,77
32170,Ubly Community Schools,08,16,7,28,51
32170,Ubly Community Schools,09,23,12,41,76
32170,Ubly Community Schools,10,27,6,36,69
32170,Ubly Community Schools,11,19,8,30,57
32170,Ubly Community Schools,12,16,9,42,67
32260,Colfax Township S/D #1F,00,4,0,0,4
32260,Colfax Township S/D #1F,01,1,0,0,1
32260,Colfax Township S/D #1F,02,4,0,0,4
32260,Colfax Township S/D #1F,03,1,0,2,3
32260,Colfax Township S/D #1F,04,2,0,0,2
32260,Colfax Township S/D #1F,05,3,0,1,4
32260,Colfax Township S/D #1F,06,1,0,2,3
32260,Colfax Township S/D #1F,07,2,0,1,3
32610,Sigel Township S/D #3F,01,0,1,1,2
32610,Sigel Township S/D #3F,02,0,0,1,1
